Home_Team,Away_Team,Result,Date,Link,Year,Round,League
Olympique Lyonnais,Olympique,1-4,Fri 21 Jul ,/match/olympique-lyonnais/olympique-marsella/1990,1990,1,ligue_1
Racing Paris,Monaco,0-0,Sat 22 Jul ,/match/racing-paris/monaco/1990,1990,1,ligue_1
Metz,Girondins Bordeaux,0-0,Sat 22 Jul ,/match/metz/bordeaux/1990,1990,1,ligue_1
Nice,PSG,3-3,Sat 22 Jul ,/match/nice/paris-saint-germain-fc/1990,1990,1,ligue_1
Sochaux,Stade Brestois,1-0,Sat 22 Jul ,/match/sochaux/stade-brestois-29/1990,1990,1,ligue_1
Lille,Caen,1-0,Sat 22 Jul ,/match/lillestrom/caen/1990,1990,1,ligue_1
Nantes,Auxerre,2-1,Sat 22 Jul ,/match/nantes/auxerre/1990,1990,1,ligue_1
Sporting Toulon,Saint-Étienne,2-0,Sat 22 Jul ,/match/sporting-toulon/saint-etienne/1990,1990,1,ligue_1
Toulouse,FC Mulhouse,3-0,Sat 22 Jul ,/match/toulouse-fc/mulhouse/1990,1990,1,ligue_1
Montpellier,Cannes,4-1,Sat 22 Jul ,/match/montpellier-hsc/as-cannes/1990,1990,1,ligue_1
Stade Brestois,Lille,1-0,Sat 29 Jul ,/match/stade-brestois-29/lillestrom/1990,1990,2,ligue_1
Auxerre,Nice,1-0,Sat 29 Jul ,/match/auxerre/nice/1990,1990,2,ligue_1
Caen,Saint-Étienne,3-2,Sat 29 Jul ,/match/caen/saint-etienne/1990,1990,2,ligue_1
Olympique Lyonnais,Toulouse,3-0,Sat 29 Jul ,/match/olympique-lyonnais/toulouse-fc/1990,1990,2,ligue_1
FC Mulhouse,Montpellier,2-0,Sat 29 Jul ,/match/mulhouse/montpellier-hsc/1990,1990,2,ligue_1
Monaco,Sochaux,2-1,Sat 29 Jul ,/match/monaco/sochaux/1990,1990,2,ligue_1
PSG,Metz,1-0,Sat 29 Jul ,/match/paris-saint-germain-fc/metz/1990,1990,2,ligue_1
