Home_Team,Away_Team,Result,Date,Link,Year,Round,League
Saarbrücken,Stuttgarter,1-0,Sat 29 Jul ,/match/saarbrucken/stuttgarter-kickers/1990,1990,1,2_liga
SC Freiburg,Unterhaching,2-3,Sat 29 Jul ,/match/sc-freiburg/unterhaching/1990,1990,1,2_liga
VfL Osnabrück,Meppen,1-1,Sat 29 Jul ,/match/vfl-osnabruck/meppen/1990,1990,1,2_liga
RW Essen,Schalke 04,0-0,Sat 29 Jul ,/match/rot-weiss-essen/schalke-04/1990,1990,1,2_liga
Alemannia Aachen,MSV Duisburg,1-2,Sat 29 Jul ,/match/alemannia-aachen/msv-duisburg/1990,1990,1,2_liga
Hessen Kassel,Blau-Weiß 1890 B.,1-1,Sat 29 Jul ,/match/hessen-kassel/blau-weiss-1890-berlin/1990,1990,1,2_liga
Wattenscheid 09,Bayreuth SpVgg,4-1,Sat 29 Jul ,/match/wattenscheid-09/bayreuth-spvgg/1990,1990,1,2_liga
Fortuna Köln,Darmstadt 98,2-1,Sat 29 Jul ,/match/fortuna-koln/darmstadt-98/1990,1990,1,2_liga
Hertha BSC,Preußen Münster,2-0,Sat 29 Jul ,/match/hertha-bsc/preuben-munster/1990,1990,1,2_liga
Braunschweig,Hannover 96,1-0,Sat 29 Jul ,/match/eintracht-brau-hellip/hannover-96/1990,1990,1,2_liga
Stuttgarter,Wattenscheid 09,2-3,Sun 06 Aug ,/match/stuttgarter-kickers/wattenscheid-09/1990,1990,2,2_liga
Preußen Münster,Hessen Kassel,1-1,Sun 06 Aug ,/match/preuben-munster/hessen-kassel/1990,1990,2,2_liga
Darmstadt 98,Hertha BSC,0-0,Sun 06 Aug ,/match/darmstadt-98/hertha-bsc/1990,1990,2,2_liga
Bayreuth SpVgg,Fortuna Köln,2-2,Sun 06 Aug ,/match/bayreuth-spvgg/fortuna-koln/1990,1990,2,2_liga
MSV Duisburg,Saarbrücken,1-1,Sun 06 Aug ,/match/msv-duisburg/saarbrucken/1990,1990,2,2_liga
Hannover 96,Alemannia Aachen,2-0,Sun 06 Aug ,/match/hannover-96/alemannia-aachen/1990,1990,2,2_liga
Schalke 04,Braunschweig,1-5,Sun 06 Aug ,/match/schalke-04/eintracht-brau-hellip/1990,1990,2,2_liga
Blau-Weiß 1890 B.,SC Freiburg,3-1,Sun 06 Aug ,/match/blau-weiss-1890-berlin/sc-freiburg/1990,1990,2,2_liga
Meppen,RW Essen,3-2,Sun 06 Aug ,/match/meppen/rot-weiss-essen/1990,1990,2,2_liga
Unterhaching,VfL Osnabrück,2-2,Sun 06 Aug ,/match/unterhaching/vfl-osnabruck/1990,1990,2,2_liga
Saarbrücken,Hannover 96,2-0,Sat 12 Aug ,/match/saarbrucken/hannover-96/1990,1990,3,2_liga
Preußen Münster,Darmstadt 98,1-0,Sat 12 Aug ,/match/preuben-munster/darmstadt-98/1990,1990,3,2_liga
Hessen Kassel,SC Freiburg,2-5,Sat 12 Aug ,/match/hessen-kassel/sc-freiburg/1990,1990,3,2_liga
Braunschweig,Meppen,3-0,Sat 12 Aug ,/match/eintracht-brau-hellip/meppen/1990,1990,3,2_liga
Alemannia Aachen,Schalke 04,0-4,Sat 12 Aug ,/match/alemannia-aachen/schalke-04/1990,1990,3,2_liga
Fortuna Köln,Stuttgarter,0-1,Sat 12 Aug ,/match/fortuna-koln/stuttgarter-kickers/1990,1990,3,2_liga
Hertha BSC,Bayreuth SpVgg,1-0,Sat 12 Aug ,/match/hertha-bsc/bayreuth-spvgg/1990,1990,3,2_liga
RW Essen,Unterhaching,1-1,Sat 12 Aug ,/match/rot-weiss-essen/unterhaching/1990,1990,3,2_liga
VfL Osnabrück,Blau-Weiß 1890 B.,2-5,Sat 12 Aug ,/match/vfl-osnabruck/blau-weiss-1890-berlin/1990,1990,3,2_liga
Wattenscheid 09,MSV Duisburg,2-0,Sat 12 Aug ,/match/wattenscheid-09/msv-duisburg/1990,1990,3,2_liga
Hannover 96,Wattenscheid 09,0-3,Wed 16 Aug ,/match/hannover-96/wattenscheid-09/1990,1990,4,2_liga
Meppen,Alemannia Aachen,1-1,Wed 16 Aug ,/match/meppen/alemannia-aachen/1990,1990,4,2_liga
SC Freiburg,VfL Osnabrück,3-1,Wed 16 Aug ,/match/sc-freiburg/vfl-osnabruck/1990,1990,4,2_liga
Darmstadt 98,Hessen Kassel,0-1,Wed 16 Aug ,/match/darmstadt-98/hessen-kassel/1990,1990,4,2_liga
Stuttgarter,Hertha BSC,4-2,Wed 16 Aug ,/match/stuttgarter-kickers/hertha-bsc/1990,1990,4,2_liga
Schalke 04,Saarbrücken,1-2,Wed 16 Aug ,/match/schalke-04/saarbrucken/1990,1990,4,2_liga
Unterhaching,Braunschweig,1-1,Wed 16 Aug ,/match/unterhaching/eintracht-brau-hellip/1990,1990,4,2_liga
MSV Duisburg,Fortuna Köln,0-2,Wed 16 Aug ,/match/msv-duisburg/fortuna-koln/1990,1990,4,2_liga
Blau-Weiß 1890 B.,RW Essen,2-0,Wed 16 Aug ,/match/blau-weiss-1890-berlin/rot-weiss-essen/1990,1990,4,2_liga
Bayreuth SpVgg,Preußen Münster,2-1,Wed 16 Aug ,/match/bayreuth-spvgg/preuben-munster/1990,1990,4,2_liga
Wattenscheid 09,Schalke 04,3-1,Wed 23 Aug ,/match/wattenscheid-09/schalke-04/1990,1990,5,2_liga
RW Essen,SC Freiburg,0-1,Wed 23 Aug ,/match/rot-weiss-essen/sc-freiburg/1990,1990,5,2_liga
Hessen Kassel,VfL Osnabrück,1-5,Wed 23 Aug ,/match/hessen-kassel/vfl-osnabruck/1990,1990,5,2_liga
Preußen Münster,Stuttgarter,1-1,Wed 23 Aug ,/match/preuben-munster/stuttgarter-kickers/1990,1990,5,2_liga
Darmstadt 98,Bayreuth SpVgg,3-1,Wed 23 Aug ,/match/darmstadt-98/bayreuth-spvgg/1990,1990,5,2_liga
Hertha BSC,MSV Duisburg,2-1,Wed 23 Aug ,/match/hertha-bsc/msv-duisburg/1990,1990,5,2_liga
Saarbrücken,Meppen,4-0,Wed 23 Aug ,/match/saarbrucken/meppen/1990,1990,5,2_liga
Alemannia Aachen,Unterhaching,2-0,Wed 23 Aug ,/match/alemannia-aachen/unterhaching/1990,1990,5,2_liga
Fortuna Köln,Hannover 96,2-1,Wed 23 Aug ,/match/fortuna-koln/hannover-96/1990,1990,5,2_liga
Braunschweig,Blau-Weiß 1890 B.,2-0,Wed 23 Aug ,/match/eintracht-brau-hellip/blau-weiss-1890-berlin/1990,1990,5,2_liga
Stuttgarter,Darmstadt 98,2-1,Sun 27 Aug ,/match/stuttgarter-kickers/darmstadt-98/1990,1990,6,2_liga
Bayreuth SpVgg,Hessen Kassel,5-1,Sun 27 Aug ,/match/bayreuth-spvgg/hessen-kassel/1990,1990,6,2_liga
Meppen,Wattenscheid 09,1-1,Sun 27 Aug ,/match/meppen/wattenscheid-09/1990,1990,6,2_liga
VfL Osnabrück,RW Essen,1-1,Sun 27 Aug ,/match/vfl-osnabruck/rot-weiss-essen/1990,1990,6,2_liga
Hannover 96,Hertha BSC,0-2,Sun 27 Aug ,/match/hannover-96/hertha-bsc/1990,1990,6,2_liga
Schalke 04,Fortuna Köln,3-0,Sun 27 Aug ,/match/schalke-04/fortuna-koln/1990,1990,6,2_liga
Unterhaching,Saarbrücken,1-1,Sun 27 Aug ,/match/unterhaching/saarbrucken/1990,1990,6,2_liga
Blau-Weiß 1890 B.,Alemannia Aachen,1-0,Sun 27 Aug ,/match/blau-weiss-1890-berlin/alemannia-aachen/1990,1990,6,2_liga
SC Freiburg,Braunschweig,1-0,Sun 27 Aug ,/match/sc-freiburg/eintracht-brau-hellip/1990,1990,6,2_liga
MSV Duisburg,Preußen Münster,3-3,Tue 05 Sep ,/match/msv-duisburg/preuben-munster/1990,1990,6,2_liga
Braunschweig,VfL Osnabrück,3-1,Sat 02 Sep ,/match/eintracht-brau-hellip/vfl-osnabruck/1990,1990,7,2_liga
Hessen Kassel,RW Essen,0-1,Sat 02 Sep ,/match/hessen-kassel/rot-weiss-essen/1990,1990,7,2_liga
Preußen Münster,Hannover 96,0-1,Sat 02 Sep ,/match/preuben-munster/hannover-96/1990,1990,7,2_liga
Darmstadt 98,MSV Duisburg,3-1,Sat 02 Sep ,/match/darmstadt-98/msv-duisburg/1990,1990,7,2_liga
Bayreuth SpVgg,Stuttgarter,1-2,Sat 02 Sep ,/match/bayreuth-spvgg/stuttgarter-kickers/1990,1990,7,2_liga
Alemannia Aachen,SC Freiburg,0-1,Sat 02 Sep ,/match/alemannia-aachen/sc-freiburg/1990,1990,7,2_liga
Saarbrücken,Blau-Weiß 1890 B.,1-1,Sat 02 Sep ,/match/saarbrucken/blau-weiss-1890-berlin/1990,1990,7,2_liga
Wattenscheid 09,Unterhaching,1-0,Sat 02 Sep ,/match/wattenscheid-09/unterhaching/1990,1990,7,2_liga
Hertha BSC,Schalke 04,2-2,Sat 02 Sep ,/match/hertha-bsc/schalke-04/1990,1990,7,2_liga
Fortuna Köln,Meppen,3-0,Sat 02 Sep ,/match/fortuna-koln/meppen/1990,1990,7,2_liga
Stuttgarter,Hessen Kassel,2-0,Sat 09 Sep ,/match/stuttgarter-kickers/hessen-kassel/1990,1990,8,2_liga
MSV Duisburg,Bayreuth SpVgg,3-1,Sat 09 Sep ,/match/msv-duisburg/bayreuth-spvgg/1990,1990,8,2_liga
Meppen,Hertha BSC,0-0,Sat 09 Sep ,/match/meppen/hertha-bsc/1990,1990,8,2_liga
SC Freiburg,Saarbrücken,1-4,Sat 09 Sep ,/match/sc-freiburg/saarbrucken/1990,1990,8,2_liga
VfL Osnabrück,Alemannia Aachen,3-1,Sat 09 Sep ,/match/vfl-osnabruck/alemannia-aachen/1990,1990,8,2_liga
Blau-Weiß 1890 B.,Wattenscheid 09,1-1,Sat 09 Sep ,/match/blau-weiss-1890-berlin/wattenscheid-09/1990,1990,8,2_liga
Hannover 96,Darmstadt 98,1-1,Sat 09 Sep ,/match/hannover-96/darmstadt-98/1990,1990,8,2_liga
Schalke 04,Preußen Münster,0-1,Sat 09 Sep ,/match/schalke-04/preuben-munster/1990,1990,8,2_liga
Unterhaching,Fortuna Köln,1-2,Sat 09 Sep ,/match/unterhaching/fortuna-koln/1990,1990,8,2_liga
RW Essen,Braunschweig,1-0,Sat 09 Sep ,/match/rot-weiss-essen/eintracht-brau-hellip/1990,1990,8,2_liga
Wattenscheid 09,SC Freiburg,4-4,Sun 17 Sep ,/match/wattenscheid-09/sc-freiburg/1990,1990,9,2_liga
Preußen Münster,Meppen,2-1,Sun 17 Sep ,/match/preuben-munster/meppen/1990,1990,9,2_liga
Darmstadt 98,Schalke 04,3-2,Sun 17 Sep ,/match/darmstadt-98/schalke-04/1990,1990,9,2_liga
Bayreuth SpVgg,Hannover 96,1-1,Sun 17 Sep ,/match/bayreuth-spvgg/hannover-96/1990,1990,9,2_liga
Alemannia Aachen,RW Essen,0-1,Sun 17 Sep ,/match/alemannia-aachen/rot-weiss-essen/1990,1990,9,2_liga
Hessen Kassel,Braunschweig,2-1,Sun 17 Sep ,/match/hessen-kassel/eintracht-brau-hellip/1990,1990,9,2_liga
Fortuna Köln,Blau-Weiß 1890 B.,1-1,Sun 17 Sep ,/match/fortuna-koln/blau-weiss-1890-berlin/1990,1990,9,2_liga
Hertha BSC,Unterhaching,1-1,Sun 17 Sep ,/match/hertha-bsc/unterhaching/1990,1990,9,2_liga
Saarbrücken,VfL Osnabrück,7-1,Sun 17 Sep ,/match/saarbrucken/vfl-osnabruck/1990,1990,9,2_liga
Stuttgarter,MSV Duisburg,4-1,Sun 17 Sep ,/match/stuttgarter-kickers/msv-duisburg/1990,1990,9,2_liga
RW Essen,Saarbrücken,1-2,Wed 20 Sep ,/match/rot-weiss-essen/saarbrucken/1990,1990,10,2_liga
Meppen,Darmstadt 98,3-0,Wed 20 Sep ,/match/meppen/darmstadt-98/1990,1990,10,2_liga
SC Freiburg,Fortuna Köln,4-1,Wed 20 Sep ,/match/sc-freiburg/fortuna-koln/1990,1990,10,2_liga
VfL Osnabrück,Wattenscheid 09,0-3,Wed 20 Sep ,/match/vfl-osnabruck/wattenscheid-09/1990,1990,10,2_liga
Braunschweig,Alemannia Aachen,4-3,Wed 20 Sep ,/match/eintracht-brau-hellip/alemannia-aachen/1990,1990,10,2_liga
MSV Duisburg,Hessen Kassel,3-1,Wed 20 Sep ,/match/msv-duisburg/hessen-kassel/1990,1990,10,2_liga
Hannover 96,Stuttgarter,5-1,Wed 20 Sep ,/match/hannover-96/stuttgarter-kickers/1990,1990,10,2_liga
Unterhaching,Preußen Münster,3-0,Wed 20 Sep ,/match/unterhaching/preuben-munster/1990,1990,10,2_liga
Schalke 04,Bayreuth SpVgg,2-1,Wed 20 Sep ,/match/schalke-04/bayreuth-spvgg/1990,1990,10,2_liga
Blau-Weiß 1890 B.,Hertha BSC,2-3,Thu 28 Sep ,/match/blau-weiss-1890-berlin/hertha-bsc/1990,1990,10,2_liga
Hessen Kassel,Alemannia Aachen,1-5,Sat 30 Sep ,/match/hessen-kassel/alemannia-aachen/1990,1990,11,2_liga
Stuttgarter,Schalke 04,2-4,Sat 30 Sep ,/match/stuttgarter-kickers/schalke-04/1990,1990,11,2_liga
Preußen Münster,Blau-Weiß 1890 B.,2-0,Sat 30 Sep ,/match/preuben-munster/blau-weiss-1890-berlin/1990,1990,11,2_liga
Saarbrücken,Braunschweig,0-1,Sat 30 Sep ,/match/saarbrucken/eintracht-brau-hellip/1990,1990,11,2_liga
Hertha BSC,SC Freiburg,1-0,Sat 30 Sep ,/match/hertha-bsc/sc-freiburg/1990,1990,11,2_liga
Bayreuth SpVgg,Meppen,1-1,Sat 30 Sep ,/match/bayreuth-spvgg/meppen/1990,1990,11,2_liga
Wattenscheid 09,RW Essen,1-0,Sat 30 Sep ,/match/wattenscheid-09/rot-weiss-essen/1990,1990,11,2_liga
Fortuna Köln,VfL Osnabrück,0-2,Sat 30 Sep ,/match/fortuna-koln/vfl-osnabruck/1990,1990,11,2_liga
Darmstadt 98,Unterhaching,1-1,Sat 30 Sep ,/match/darmstadt-98/unterhaching/1990,1990,11,2_liga
MSV Duisburg,Hannover 96,2-1,Sun 01 Oct ,/match/msv-duisburg/hannover-96/1990,1990,11,2_liga
Hannover 96,Hessen Kassel,4-0,Tue 03 Oct ,/match/hannover-96/hessen-kassel/1990,1990,12,2_liga
SC Freiburg,Preußen Münster,0-2,Sat 07 Oct ,/match/sc-freiburg/preuben-munster/1990,1990,12,2_liga
VfL Osnabrück,Hertha BSC,3-0,Sat 07 Oct ,/match/vfl-osnabruck/hertha-bsc/1990,1990,12,2_liga
RW Essen,Fortuna Köln,3-3,Sat 07 Oct ,/match/rot-weiss-essen/fortuna-koln/1990,1990,12,2_liga
Alemannia Aachen,Saarbrücken,2-1,Sat 07 Oct ,/match/alemannia-aachen/saarbrucken/1990,1990,12,2_liga
Meppen,Stuttgarter,0-1,Sat 07 Oct ,/match/meppen/stuttgarter-kickers/1990,1990,12,2_liga
Schalke 04,MSV Duisburg,1-1,Sat 07 Oct ,/match/schalke-04/msv-duisburg/1990,1990,12,2_liga
Unterhaching,Bayreuth SpVgg,0-0,Sat 07 Oct ,/match/unterhaching/bayreuth-spvgg/1990,1990,12,2_liga
Blau-Weiß 1890 B.,Darmstadt 98,3-1,Sat 07 Oct ,/match/blau-weiss-1890-berlin/darmstadt-98/1990,1990,12,2_liga
Braunschweig,Wattenscheid 09,1-0,Sat 07 Oct ,/match/eintracht-brau-hellip/wattenscheid-09/1990,1990,12,2_liga
Stuttgarter,Unterhaching,2-0,Sat 14 Oct ,/match/stuttgarter-kickers/unterhaching/1990,1990,13,2_liga
Preußen Münster,VfL Osnabrück,1-4,Sat 14 Oct ,/match/preuben-munster/vfl-osnabruck/1990,1990,13,2_liga
Darmstadt 98,SC Freiburg,2-2,Sat 14 Oct ,/match/darmstadt-98/sc-freiburg/1990,1990,13,2_liga
Bayreuth SpVgg,Blau-Weiß 1890 B.,6-1,Sat 14 Oct ,/match/bayreuth-spvgg/blau-weiss-1890-berlin/1990,1990,13,2_liga
MSV Duisburg,Meppen,0-0,Sat 14 Oct ,/match/msv-duisburg/meppen/1990,1990,13,2_liga
Hannover 96,Schalke 04,2-2,Sat 14 Oct ,/match/hannover-96/schalke-04/1990,1990,13,2_liga
Wattenscheid 09,Alemannia Aachen,1-2,Sat 14 Oct ,/match/wattenscheid-09/alemannia-aachen/1990,1990,13,2_liga
Hertha BSC,RW Essen,2-1,Sat 14 Oct ,/match/hertha-bsc/rot-weiss-essen/1990,1990,13,2_liga
Hessen Kassel,Saarbrücken,0-0,Sat 14 Oct ,/match/hessen-kassel/saarbrucken/1990,1990,13,2_liga
Fortuna Köln,Braunschweig,0-2,Sat 14 Oct ,/match/fortuna-koln/eintracht-brau-hellip/1990,1990,13,2_liga
Braunschweig,Hertha BSC,1-2,Sun 22 Oct ,/match/eintracht-brau-hellip/hertha-bsc/1990,1990,14,2_liga
SC Freiburg,Bayreuth SpVgg,2-0,Sun 22 Oct ,/match/sc-freiburg/bayreuth-spvgg/1990,1990,14,2_liga
Meppen,Hannover 96,1-0,Sun 22 Oct ,/match/meppen/hannover-96/1990,1990,14,2_liga
VfL Osnabrück,Darmstadt 98,4-2,Sun 22 Oct ,/match/vfl-osnabruck/darmstadt-98/1990,1990,14,2_liga
RW Essen,Preußen Münster,1-1,Sun 22 Oct ,/match/rot-weiss-essen/preuben-munster/1990,1990,14,2_liga
Saarbrücken,Wattenscheid 09,2-0,Sun 22 Oct ,/match/saarbrucken/wattenscheid-09/1990,1990,14,2_liga
Schalke 04,Hessen Kassel,2-0,Sun 22 Oct ,/match/schalke-04/hessen-kassel/1990,1990,14,2_liga
Blau-Weiß 1890 B.,Stuttgarter,0-2,Sun 22 Oct ,/match/blau-weiss-1890-berlin/stuttgarter-kickers/1990,1990,14,2_liga
Unterhaching,MSV Duisburg,1-1,Sun 22 Oct ,/match/unterhaching/msv-duisburg/1990,1990,14,2_liga
Alemannia Aachen,Fortuna Köln,3-0,Sun 22 Oct ,/match/alemannia-aachen/fortuna-koln/1990,1990,14,2_liga
MSV Duisburg,Blau-Weiß 1890 B.,2-2,Sat 28 Oct ,/match/msv-duisburg/blau-weiss-1890-berlin/1990,1990,15,2_liga
Hessen Kassel,Wattenscheid 09,0-3,Sat 28 Oct ,/match/hessen-kassel/wattenscheid-09/1990,1990,15,2_liga
Preußen Münster,Braunschweig,1-2,Sat 28 Oct ,/match/preuben-munster/eintracht-brau-hellip/1990,1990,15,2_liga
Darmstadt 98,RW Essen,2-1,Sat 28 Oct ,/match/darmstadt-98/rot-weiss-essen/1990,1990,15,2_liga
Stuttgarter,SC Freiburg,1-1,Sat 28 Oct ,/match/stuttgarter-kickers/sc-freiburg/1990,1990,15,2_liga
Hannover 96,Unterhaching,3-0,Sat 28 Oct ,/match/hannover-96/unterhaching/1990,1990,15,2_liga
Schalke 04,Meppen,2-0,Sat 28 Oct ,/match/schalke-04/meppen/1990,1990,15,2_liga
Fortuna Köln,Saarbrücken,1-1,Sat 28 Oct ,/match/fortuna-koln/saarbrucken/1990,1990,15,2_liga
Hertha BSC,Alemannia Aachen,3-1,Sat 28 Oct ,/match/hertha-bsc/alemannia-aachen/1990,1990,15,2_liga
Bayreuth SpVgg,VfL Osnabrück,3-1,Sat 28 Oct ,/match/bayreuth-spvgg/vfl-osnabruck/1990,1990,15,2_liga
Meppen,Hessen Kassel,0-1,Sat 04 Nov ,/match/meppen/hessen-kassel/1990,1990,16,2_liga
SC Freiburg,MSV Duisburg,2-2,Sat 04 Nov ,/match/sc-freiburg/msv-duisburg/1990,1990,16,2_liga
Braunschweig,Darmstadt 98,5-0,Sat 04 Nov ,/match/eintracht-brau-hellip/darmstadt-98/1990,1990,16,2_liga
VfL Osnabrück,Stuttgarter,1-0,Sat 04 Nov ,/match/vfl-osnabruck/stuttgarter-kickers/1990,1990,16,2_liga
RW Essen,Bayreuth SpVgg,3-0,Sat 04 Nov ,/match/rot-weiss-essen/bayreuth-spvgg/1990,1990,16,2_liga
Saarbrücken,Hertha BSC,3-0,Sat 04 Nov ,/match/saarbrucken/hertha-bsc/1990,1990,16,2_liga
Wattenscheid 09,Fortuna Köln,2-0,Sat 04 Nov ,/match/wattenscheid-09/fortuna-koln/1990,1990,16,2_liga
Blau-Weiß 1890 B.,Hannover 96,1-1,Sat 04 Nov ,/match/blau-weiss-1890-berlin/hannover-96/1990,1990,16,2_liga
Unterhaching,Schalke 04,2-1,Sat 04 Nov ,/match/unterhaching/schalke-04/1990,1990,16,2_liga
Alemannia Aachen,Preußen Münster,7-1,Sat 04 Nov ,/match/alemannia-aachen/preuben-munster/1990,1990,16,2_liga
Hannover 96,SC Freiburg,0-0,Sat 11 Nov ,/match/hannover-96/sc-freiburg/1990,1990,17,2_liga
Preußen Münster,Saarbrücken,0-0,Sat 11 Nov ,/match/preuben-munster/saarbrucken/1990,1990,17,2_liga
Darmstadt 98,Alemannia Aachen,1-0,Sat 11 Nov ,/match/darmstadt-98/alemannia-aachen/1990,1990,17,2_liga
Meppen,Unterhaching,3-1,Sat 11 Nov ,/match/meppen/unterhaching/1990,1990,17,2_liga
Schalke 04,Blau-Weiß 1890 B.,2-0,Sat 11 Nov ,/match/schalke-04/blau-weiss-1890-berlin/1990,1990,17,2_liga
Fortuna Köln,Hessen Kassel,0-1,Sat 11 Nov ,/match/fortuna-koln/hessen-kassel/1990,1990,17,2_liga
Hertha BSC,Wattenscheid 09,1-1,Sat 11 Nov ,/match/hertha-bsc/wattenscheid-09/1990,1990,17,2_liga
Stuttgarter,RW Essen,4-1,Sat 11 Nov ,/match/stuttgarter-kickers/rot-weiss-essen/1990,1990,17,2_liga
Bayreuth SpVgg,Braunschweig,1-0,Sat 11 Nov ,/match/bayreuth-spvgg/eintracht-brau-hellip/1990,1990,17,2_liga
MSV Duisburg,VfL Osnabrück,1-0,Sat 11 Nov ,/match/msv-duisburg/vfl-osnabruck/1990,1990,17,2_liga
Braunschweig,Stuttgarter,3-0,Tue 14 Nov ,/match/eintracht-brau-hellip/stuttgarter-kickers/1990,1990,18,2_liga
VfL Osnabrück,Hannover 96,1-4,Tue 14 Nov ,/match/vfl-osnabruck/hannover-96/1990,1990,18,2_liga
RW Essen,MSV Duisburg,1-1,Tue 14 Nov ,/match/rot-weiss-essen/msv-duisburg/1990,1990,18,2_liga
Alemannia Aachen,Bayreuth SpVgg,2-1,Tue 14 Nov ,/match/alemannia-aachen/bayreuth-spvgg/1990,1990,18,2_liga
Saarbrücken,Darmstadt 98,1-1,Tue 14 Nov ,/match/saarbrucken/darmstadt-98/1990,1990,18,2_liga
Wattenscheid 09,Preußen Münster,4-0,Tue 14 Nov ,/match/wattenscheid-09/preuben-munster/1990,1990,18,2_liga
Blau-Weiß 1890 B.,Meppen,1-1,Tue 14 Nov ,/match/blau-weiss-1890-berlin/meppen/1990,1990,18,2_liga
Fortuna Köln,Hertha BSC,3-0,Tue 14 Nov ,/match/fortuna-koln/hertha-bsc/1990,1990,18,2_liga
SC Freiburg,Schalke 04,0-3,Wed 22 Nov ,/match/sc-freiburg/schalke-04/1990,1990,18,2_liga
Hessen Kassel,Unterhaching,3-2,Wed 22 Nov ,/match/hessen-kassel/unterhaching/1990,1990,18,2_liga
Stuttgarter,Alemannia Aachen,4-2,Sat 18 Nov ,/match/stuttgarter-kickers/alemannia-aachen/1990,1990,19,2_liga
Meppen,SC Freiburg,0-0,Sat 18 Nov ,/match/meppen/sc-freiburg/1990,1990,19,2_liga
Preußen Münster,Fortuna Köln,0-0,Sat 18 Nov ,/match/preuben-munster/fortuna-koln/1990,1990,19,2_liga
Darmstadt 98,Wattenscheid 09,4-1,Sat 18 Nov ,/match/darmstadt-98/wattenscheid-09/1990,1990,19,2_liga
Bayreuth SpVgg,Saarbrücken,2-2,Sat 18 Nov ,/match/bayreuth-spvgg/saarbrucken/1990,1990,19,2_liga
Hannover 96,RW Essen,4-1,Sat 18 Nov ,/match/hannover-96/rot-weiss-essen/1990,1990,19,2_liga
Schalke 04,VfL Osnabrück,4-1,Sat 18 Nov ,/match/schalke-04/vfl-osnabruck/1990,1990,19,2_liga
Hertha BSC,Hessen Kassel,2-0,Sat 18 Nov ,/match/hertha-bsc/hessen-kassel/1990,1990,19,2_liga
Unterhaching,Blau-Weiß 1890 B.,1-1,Sat 18 Nov ,/match/unterhaching/blau-weiss-1890-berlin/1990,1990,19,2_liga
MSV Duisburg,Braunschweig,2-0,Sat 18 Nov ,/match/msv-duisburg/eintracht-brau-hellip/1990,1990,19,2_liga
MSV Duisburg,Alemannia Aachen,3-1,Sat 25 Nov ,/match/msv-duisburg/alemannia-aachen/1990,1990,20,2_liga
Unterhaching,SC Freiburg,0-0,Sat 25 Nov ,/match/unterhaching/sc-freiburg/1990,1990,20,2_liga
Meppen,VfL Osnabrück,3-1,Sat 25 Nov ,/match/meppen/vfl-osnabruck/1990,1990,20,2_liga
Hannover 96,Braunschweig,3-0,Sat 25 Nov ,/match/hannover-96/eintracht-brau-hellip/1990,1990,20,2_liga
Stuttgarter,Saarbrücken,1-0,Sat 25 Nov ,/match/stuttgarter-kickers/saarbrucken/1990,1990,20,2_liga
Bayreuth SpVgg,Wattenscheid 09,0-2,Sat 25 Nov ,/match/bayreuth-spvgg/wattenscheid-09/1990,1990,20,2_liga
Darmstadt 98,Fortuna Köln,2-0,Sat 25 Nov ,/match/darmstadt-98/fortuna-koln/1990,1990,20,2_liga
Preußen Münster,Hertha BSC,2-6,Sat 25 Nov ,/match/preuben-munster/hertha-bsc/1990,1990,20,2_liga
Schalke 04,RW Essen,1-0,Sat 25 Nov ,/match/schalke-04/rot-weiss-essen/1990,1990,20,2_liga
Blau-Weiß 1890 B.,Hessen Kassel,0-1,Wed 14 Mar ,/match/blau-weiss-1890-berlin/hessen-kassel/1990,1990,20,2_liga
Saarbrücken,MSV Duisburg,1-2,Sat 02 Dec ,/match/saarbrucken/msv-duisburg/1990,1990,21,2_liga
Hessen Kassel,Preußen Münster,0-0,Sat 02 Dec ,/match/hessen-kassel/preuben-munster/1990,1990,21,2_liga
RW Essen,Meppen,1-1,Sat 02 Dec ,/match/rot-weiss-essen/meppen/1990,1990,21,2_liga
Wattenscheid 09,Stuttgarter,3-0,Sat 02 Dec ,/match/wattenscheid-09/stuttgarter-kickers/1990,1990,21,2_liga
Braunschweig,Schalke 04,2-2,Sat 02 Dec ,/match/eintracht-brau-hellip/schalke-04/1990,1990,21,2_liga
VfL Osnabrück,Unterhaching,2-1,Sat 02 Dec ,/match/vfl-osnabruck/unterhaching/1990,1990,21,2_liga
SC Freiburg,Blau-Weiß 1890 B.,0-1,Sat 02 Dec ,/match/sc-freiburg/blau-weiss-1890-berlin/1990,1990,21,2_liga
Fortuna Köln,Bayreuth SpVgg,5-2,Sat 02 Dec ,/match/fortuna-koln/bayreuth-spvgg/1990,1990,21,2_liga
Alemannia Aachen,Hannover 96,2-1,Sat 02 Dec ,/match/alemannia-aachen/hannover-96/1990,1990,21,2_liga
Hertha BSC,Darmstadt 98,4-1,Thu 01 Feb ,/match/hertha-bsc/darmstadt-98/1990,1990,21,2_liga
Stuttgarter,Fortuna Köln,1-1,Sat 09 Dec ,/match/stuttgarter-kickers/fortuna-koln/1990,1990,22,2_liga
Darmstadt 98,Preußen Münster,1-2,Sat 09 Dec ,/match/darmstadt-98/preuben-munster/1990,1990,22,2_liga
Meppen,Braunschweig,2-1,Sat 09 Dec ,/match/meppen/eintracht-brau-hellip/1990,1990,22,2_liga
Schalke 04,Alemannia Aachen,3-1,Sat 09 Dec ,/match/schalke-04/alemannia-aachen/1990,1990,22,2_liga
